chain,query_id,question,language,item_title,relevant_count,recall@5,recall@10,recall@20,precision@5,precision@10,precision@20,hit@5,hit@10,hit@20,ndcg@5,ndcg@10,ndcg@20,mrr,first_relevant_rank,retrieved_detail
governed_v2,q011,策略迭代和值迭代的主要区别是什么,zh,好未来,6,0.8333333333333334,1.0,1.0,1.0,0.6,0.3,1,1,1,1.0,1.0,1.0,1.0,1,*#1:ad4886f4... | *#2:5fb22568... | *#3:60e5aea3... | *#4:33945b13... | *#5:dde7bc96... | *#6:9b048373... |  #7:18997384... |  #8:eeb0c583... |  #9:f44f9b3e... |  #10:4e976c85... |  #11:b973cade... |  #12:7856a460... |  #13:49fcc00b... |  #14:e7029b40... |  #15:db6dfef9... |  #16:36df1294... |  #17:cc923a57... |  #18:ce6cec2d... |  #19:624f1c38... |  #20:6f5455f7...
governed_v2,q012,根据C++编码规范，数据库表存储引擎必须使用什么,zh,C++编码规范V01.00,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:0621a33e... | *#2:7f7a98ea... | *#3:2dd79d42... | *#4:4cbe120f... | *#5:71fb6669... |  #6:1ecdb21b... |  #7:96af163a... |  #8:ae7d965a... |  #9:8891387f... |  #10:ad2a3d28... |  #11:818c4041... |  #12:a886cd6f... |  #13:6edfa2a9... |  #14:ebe450e7... |  #15:06ede455... |  #16:4283e1c2... |  #17:1ae6dfa0... |  #18:8f3bea3a... |  #19:86ab52bf... |  #20:384fb5fc...
governed_v2,q013,在Python编码规范中，当函数参数过多时，文档推荐使用哪种方式来封装参数,zh,python_coding_standards,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:b48f2733... | *#2:663c10f7... | *#3:618864bb... | *#4:3811c90b... | *#5:e1e2f450... |  #6:dfd3845b... |  #7:454514f9... |  #8:0dfd22cf... |  #9:8eb61d66... |  #10:d6268e18... |  #11:d55babda... |  #12:f51a95fb... |  #13:3a6cfbb7... |  #14:dd9aa027... |  #15:8efb8e93... |  #16:4917d49f... |  #17:ade5411b... |  #18:d6fa991b... |  #19:80d50c4a... |  #20:7fd80828...
governed_v2,q014,处理Tavily返回的超长内容时，Map-Reduce策略具体包含哪三个核心阶段,zh,面试常见问题,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:6cef7175... | *#2:2b08d353... | *#3:ffb9c7e9... | *#4:8f9dd6e1... | *#5:d7484d3a... |  #6:328ada81... |  #7:1d623ad9... |  #8:f801157c... |  #9:a687377e... |  #10:a57ff7e3... |  #11:e21c67f4... |  #12:0e7c448d... |  #13:36df1294... |  #14:ecca7d84... |  #15:24337673... |  #16:e1a6ec2b... |  #17:50ad3d64... |  #18:fa3ec3df... |  #19:e2f3603d... |  #20:4ebf8cc4...
governed_v2,q015,在大模型微调中，评估指标应当如何正确组合使用,zh,大模型微调指南,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:e7c3e39a... |  #2:a48d1da4... |  #3:91656abe... |  #4:86f5b74a... |  #5:97c91b71... |  #6:92add288... |  #7:342dbfc7... |  #8:7a138cd1... |  #9:f8c4350b... |  #10:e04232cb... |  #11:1b0e9c0e... |  #12:e3255b05... |  #13:b73908d0... |  #14:543164be... |  #15:cde5e9c9... |  #16:eb64dadf... |  #17:49a4e00a... |  #18:e3f32e17... |  #19:167bf808... |  #20:214dbe8d...
governed_v2,q016,在Transformer模型的解码优化中，束搜索（Beam Search）是如何工作的,zh,好未来,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:f36f4e2f... | *#2:aa17c819... | *#3:3306e562... | *#4:01a2738a... | *#5:1fa4baa6... |  #6:f0f1ca4b... |  #7:aa7b2acd... |  #8:78ec8436... |  #9:1d623ad9... |  #10:9cc817a5... |  #11:c9771690... |  #12:80bd6f82... |  #13:a01c3dc1... |  #14:328ada81... |  #15:f801157c... |  #16:a687377e... |  #17:a57ff7e3... |  #18:f7558f81... |  #19:fafba5d6... |  #20:b26160f2...
governed_v2,q017,在好未来的面经中，为什么选择用高斯分布初始化A，而不是让A为0,zh,好未来,6,0.8333333333333334,1.0,1.0,1.0,0.6,0.3,1,1,1,1.0,1.0,1.0,1.0,1,*#1:f43adce4... | *#2:53d27728... | *#3:f13f9565... | *#4:5f515199... | *#5:9dd4c8de... | *#6:82877bd2... |  #7:6b6ff8eb... |  #8:ea79ec48... |  #9:89a7c395... |  #10:2bdd08b4... |  #11:df4e51e5... |  #12:208ded45... |  #13:f5e33d93... |  #14:90110348... |  #15:eb3ec79e... |  #16:9a2475ff... |  #17:8738ef10... |  #18:aa7b2acd... |  #19:0dbb9010... |  #20:11b94c59...
governed_v2,q018,lora_dropout的默认值是多少,zh,大模型微调指南,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.1,0.05,0,1,1,0.0,0.09109240322345807,0.09109240322345807,0.1111111111111111,9, #1:44f503a2... |  #2:ad2a3d28... |  #3:99165ab8... |  #4:4c7d8ee4... |  #5:7bf1f0dc... |  #6:b26726de... |  #7:818c4041... |  #8:1c4fe915... | *#9:76030cf1... |  #10:910facac... |  #11:ae7d965a... |  #12:8891387f... |  #13:a886cd6f... |  #14:6edfa2a9... |  #15:ebe450e7... |  #16:96af163a... |  #17:ece86ebf... |  #18:1f3df65a... |  #19:2d53c8d3... |  #20:f0a34b0d...
governed_v2,q019,BLEU指标在评估大模型生成的答案时，其核心逻辑是什么,zh,面试常见问题,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:a48d1da4... | *#2:91656abe... | *#3:86f5b74a... | *#4:97c91b71... | *#5:92add288... |  #6:45fe3e9c... |  #7:f84be658... |  #8:a808c99e... |  #9:b542d2cd... |  #10:7f542e36... |  #11:3d797f58... |  #12:b65a6d4e... |  #13:21c50df6... |  #14:da5f112d... |  #15:7190f6b4... |  #16:0fd640ff... |  #17:e7c3e39a... |  #18:5c6db864... |  #19:d49ac420... |  #20:da047154...
governed_v2,q020,"What is the rule regarding the use of spaces after keywords like if, for, and while",en,C++编码规范V01.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:432a562d... |  #2:1f589104... |  #3:da1eb643... |  #4:f456c5c1... |  #5:5a233404... |  #6:61985aba... |  #7:8d94ee3e... |  #8:442969e1... |  #9:21a6da10... |  #10:2a88baea... |  #11:24b00111... |  #12:341bb66b... |  #13:79bce538... |  #14:76735e15... |  #15:b26160f2... |  #16:cccfcb69... |  #17:c6fca19a... |  #18:9d92497a... |  #19:8f23f4be... |  #20:2ecaee90...
governed_v2,q021,PreNorm和PostNorm在定义和优缺点上有什么区别,zh,好未来,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:d6268e18... | *#2:d55babda... | *#3:f51a95fb... | *#4:3a6cfbb7... | *#5:dd9aa027... |  #6:f44f9b3e... |  #7:b26160f2... |  #8:8db49088... |  #9:bca66de3... |  #10:6d0713ff... |  #11:eeb0c583... |  #12:4e976c85... |  #13:b973cade... |  #14:7856a460... |  #15:f7558f81... |  #16:fafba5d6... |  #17:18997384... |  #18:6fe61f8b... |  #19:b95539d4... |  #20:b65a6d4e...
governed_v2,q022,在RAG系统中，递归字符分块策略适用于哪些场景,zh,面试常见问题,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:a90156f1... | *#2:b9484b23... | *#3:93ecab00... | *#4:4e48cc4e... | *#5:db4ad348... |  #6:7a7a58aa... |  #7:cedd814d... |  #8:499eaf0f... |  #9:1dacbeef... |  #10:f01e6d1a... |  #11:2f37f7fd... |  #12:c5f38d3e... |  #13:5393dac6... |  #14:cde8c0d1... |  #15:5dc6b37a... |  #16:e093366b... |  #17:b95539d4... |  #18:befb4bf9... |  #19:6a6ee207... |  #20:58e68fe3...
governed_v2,q023,C++编码规范中建议使用什么结构来防止头文件被重复引用,zh,C++编码规范V01.00,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:92730939... | *#2:fc35ba02... | *#3:d33ffe3c... | *#4:edf5644b... | *#5:97761f5d... |  #6:ae7d965a... |  #7:8891387f... |  #8:ad2a3d28... |  #9:818c4041... |  #10:a886cd6f... |  #11:6edfa2a9... |  #12:ebe450e7... |  #13:4917d49f... |  #14:ade5411b... |  #15:d6fa991b... |  #16:80d50c4a... |  #17:7fd80828... |  #18:96c9fadf... |  #19:6001177d... |  #20:eea32948...
governed_v2,q024,在文档更新策略中，当发现同名文档但 Hash 改变时，系统会执行哪些操作,zh,面试常见问题,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:a6da3e56... | *#2:11d2eaa7... | *#3:325e6c56... | *#4:2f5dc6a1... | *#5:939fc98f... |  #6:6969434f... |  #7:845d7199... |  #8:9c730ce9... |  #9:ee1d3450... |  #10:e0d002a8... |  #11:c02942fc... |  #12:33045e66... |  #13:a90156f1... |  #14:82a8f29d... |  #15:b9484b23... |  #16:93ecab00... |  #17:4e48cc4e... |  #18:db4ad348... |  #19:e9119035... |  #20:876a67f8...
governed_v2,q025,在检索结果与问题不相关时，应该采取哪些措施来防止模型胡编乱造,zh,面试常见问题,3,1.0,1.0,1.0,0.6,0.3,0.15,1,1,1,1.0,1.0,1.0,1.0,1,*#1:59e17662... | *#2:3f14517f... | *#3:540dc4d3... |  #4:a90156f1... |  #5:cde8c0d1... |  #6:5393dac6... |  #7:5dc6b37a... |  #8:e093366b... |  #9:c5f38d3e... |  #10:b446621d... |  #11:33484b99... |  #12:21c50df6... |  #13:7f542e36... |  #14:1f9e6cff... |  #15:b61354df... |  #16:9c78d39c... |  #17:8379083e... |  #18:b6e16ce9... |  #19:b65a6d4e... |  #20:7fd80828...
governed_v2,q026,What should be done immediately after allocating memory with malloc or new according to the C++ coding standard,en,C++编码规范V01.00,6,0.8333333333333334,1.0,1.0,1.0,0.6,0.3,1,1,1,1.0,1.0,1.0,1.0,1,*#1:6001177d... | *#2:aeef4400... | *#3:eea32948... | *#4:bd9132e5... | *#5:a77d305a... | *#6:a25333b7... |  #7:375dbc0c... |  #8:54f6a01a... |  #9:68a0c846... |  #10:c97f00a6... |  #11:7bd78312... |  #12:83f0eddc... |  #13:a5737bbe... |  #14:4eda3c43... |  #15:2dd79d42... |  #16:ebe450e7... |  #17:0bef4e45... |  #18:ac2c8627... |  #19:6f41aede... |  #20:01a2738a...
governed_v2,q027,"What is the section number for ""函数设计"" in the C/C++ development specification according to the document",en,C++编码规范V01.00,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:8c6b3714... | *#2:292f6182... | *#3:61ce3937... | *#4:e8b96f20... | *#5:d89a55ae... |  #6:d6fa991b... |  #7:4917d49f... |  #8:ade5411b... |  #9:80d50c4a... |  #10:7fd80828... |  #11:96c9fadf... |  #12:2dd79d42... |  #13:4cbe120f... |  #14:06ede455... |  #15:4283e1c2... |  #16:1ae6dfa0... |  #17:8f3bea3a... |  #18:86ab52bf... |  #19:0621a33e... |  #20:7f7a98ea...
governed_v2,q028,RAG架构中的HyDE技术是如何缓解提问与文档表述的语义鸿沟的,zh,面试常见问题,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:e0d002a8... | *#2:9c730ce9... | *#3:ee1d3450... | *#4:c02942fc... | *#5:6969434f... |  #6:a6da3e56... |  #7:11d2eaa7... |  #8:325e6c56... |  #9:2f5dc6a1... |  #10:939fc98f... |  #11:2f37f7fd... |  #12:cde8c0d1... |  #13:a81ec8a3... |  #14:b83206db... |  #15:94af8127... |  #16:182e0958... |  #17:ad33cecc... |  #18:fc746d89... |  #19:f4cf5b83... |  #20:86683303...
governed_v2,q029,根据Git提交规范，'refactor'类型代表什么含义,zh,python_coding_standards,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:4e3cdf01... | *#2:a7afea70... | *#3:8d0fac14... | *#4:2b19b95d... | *#5:fd1f7ef1... |  #6:3fe47bba... |  #7:9e15db7c... |  #8:c4fca756... |  #9:b005419c... |  #10:fcb86a63... |  #11:60c47aff... |  #12:de928ba2... |  #13:131e73d6... |  #14:07f70db0... |  #15:02149dc8... |  #16:4db00961... |  #17:dfd3845b... |  #18:454514f9... |  #19:99165ab8... |  #20:4c7d8ee4...
governed_v2,q030,"What are the key differences between Tavily and Bing MCP / Bing Search API in terms of design intent, data purity, and MCP integration",en,面试常见问题,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:f801157c... | *#2:1d623ad9... | *#3:328ada81... | *#4:a687377e... | *#5:a57ff7e3... |  #6:99122a9f... |  #7:410ecc3a... |  #8:59e7d762... |  #9:92050b3d... |  #10:3210d0f5... |  #11:e6b0a387... |  #12:f7558f81... |  #13:fafba5d6... |  #14:b26160f2... |  #15:18997384... |  #16:6fe61f8b... |  #17:aa42ab54... |  #18:e174d343... |  #19:34fdf438... |  #20:8f9dd6e1...
governed_v2,q031,在评估RAG系统时，建议按照哪五个步骤进行,zh,好未来,5,0.8,1.0,1.0,0.8,0.5,0.25,1,1,1,0.7860137352654724,0.9068250379649666,0.9068250379649666,1.0,1,*#1:b95539d4... |  #2:21c50df6... | *#3:befb4bf9... | *#4:6a6ee207... | *#5:58e68fe3... | *#6:00d59b2e... |  #7:6a042bee... |  #8:c5f38d3e... |  #9:b65a6d4e... |  #10:da5f112d... |  #11:7190f6b4... |  #12:0fd640ff... |  #13:5393dac6... |  #14:cde8c0d1... |  #15:5dc6b37a... |  #16:e093366b... |  #17:7ead3974... |  #18:a6da3e56... |  #19:da047154... |  #20:bd9e5fb7...
governed_v2,q032,在Plan-and-Solve模式中，任务被分解成什么结构来确保工程鲁棒性,zh,面试常见问题,5,0.2,0.8,1.0,0.2,0.4,0.25,1,1,1,0.3391602052736161,0.6462900185951486,0.740896365301813,1.0,1,*#1:e21c67f4... |  #2:94af8127... |  #3:2f37f7fd... |  #4:a81ec8a3... |  #5:b83206db... |  #6:182e0958... |  #7:ad33cecc... | *#8:0e7c448d... | *#9:36df1294... | *#10:ecca7d84... | *#11:24337673... |  #12:4ebf8cc4... |  #13:92730939... |  #14:f36f4e2f... |  #15:aa17c819... |  #16:3306e562... |  #17:01a2738a... |  #18:1fa4baa6... |  #19:208ded45... |  #20:f5e33d93...
governed_v2,q033,请问在Agent记忆系统中，短期记忆和长期记忆分别对应哪些技术实现,zh,面试常见问题,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:c97f00a6... | *#2:b4d07d08... | *#3:c0dbd87a... | *#4:a33a814e... | *#5:4eda3c43... |  #6:b26160f2... |  #7:f7558f81... |  #8:fafba5d6... |  #9:18997384... |  #10:6fe61f8b... |  #11:5613423a... |  #12:01a2738a... |  #13:901047cf... |  #14:82293bae... |  #15:ca329bc9... |  #16:476d8e88... |  #17:54bcc33e... |  #18:f36f4e2f... |  #19:aa17c819... |  #20:3306e562...
governed_v2,q034,vLLM Profiling的主要目的是什么,zh,好未来,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:f5e33d93... | *#2:208ded45... | *#3:90110348... | *#4:eb3ec79e... | *#5:9a2475ff... |  #6:1f9e6cff... |  #7:f7bece63... |  #8:87127555... |  #9:c82ec73a... |  #10:2dd79d42... |  #11:3048e524... |  #12:83a48b0b... |  #13:69540372... |  #14:374ef378... |  #15:eb64dadf... |  #16:37b74dc5... |  #17:c7943123... |  #18:49a4e00a... |  #19:414c88fe... |  #20:f1209a52...
governed_v2,q035,What is the execution order of `__new__` and `__init__` when creating an object in Python,en,面试常见问题,6,0.8333333333333334,1.0,1.0,1.0,0.6,0.3,1,1,1,1.0,1.0,1.0,1.0,1,*#1:54f6a01a... | *#2:375dbc0c... | *#3:a5737bbe... | *#4:7bd78312... | *#5:83f0eddc... | *#6:68a0c846... |  #7:80d06c07... |  #8:3811c90b... |  #9:663c10f7... |  #10:b48f2733... |  #11:618864bb... |  #12:e1e2f450... |  #13:f03a5673... |  #14:60c47aff... |  #15:a7afea70... |  #16:8d0fac14... |  #17:2b19b95d... |  #18:fd1f7ef1... |  #19:4e3cdf01... |  #20:3d86d620...
governed_v2,q036,为什么要引入 LangGraph,zh,面试常见问题,6,0.8333333333333334,1.0,1.0,1.0,0.6,0.3,1,1,1,1.0,1.0,1.0,1.0,1,*#1:f8b5e3b2... | *#2:80d06c07... | *#3:f03a5673... | *#4:030fccef... | *#5:d9cc0381... | *#6:c449c4ed... |  #7:280d8967... |  #8:d4caebe5... |  #9:3e9c78ab... |  #10:0e7c448d... |  #11:df4e51e5... |  #12:3f14517f... |  #13:540dc4d3... |  #14:9c78d39c... |  #15:8379083e... |  #16:59e17662... |  #17:eb3ec79e... |  #18:e33371c2... |  #19:a120f969... |  #20:78c8d541...
governed_v2,q037,GRPO 是如何通过 KL 正则化和熵正则化间接影响智能体思考长度的,zh,好未来,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:9cc817a5... | *#2:c9771690... | *#3:80bd6f82... | *#4:78ec8436... | *#5:a01c3dc1... |  #6:4fd793b3... |  #7:282b226c... |  #8:901543f8... |  #9:d328c166... |  #10:62604032... |  #11:82293bae... |  #12:901047cf... |  #13:5613423a... |  #14:ca329bc9... |  #15:476d8e88... |  #16:54bcc33e... |  #17:f13f9565... |  #18:53d27728... |  #19:f43adce4... |  #20:5f515199...
governed_v2,q038,GRPO和PPO在更新机制上的主要区别是什么,zh,好未来,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:4fd793b3... | *#2:282b226c... | *#3:901543f8... | *#4:d328c166... | *#5:62604032... |  #6:46b9218d... |  #7:966606e0... |  #8:d08621e3... |  #9:4330dd01... |  #10:79175d39... |  #11:f8b5e3b2... |  #12:9a2475ff... |  #13:6b6ff8eb... |  #14:ea79ec48... |  #15:89a7c395... |  #16:2bdd08b4... |  #17:df4e51e5... |  #18:36df1294... |  #19:99122a9f... |  #20:80d06c07...
governed_v2,q039,Python编程规范中推荐使用哪种工具进行代码格式化？并说明行宽限制是多少,zh,python_coding_standards,5,1.0,1.0,1.0,1.0,0.5,0.25,1,1,1,1.0,1.0,1.0,1.0,1,*#1:3d86d620... | *#2:784eb627... | *#3:60c47aff... | *#4:82b4a239... | *#5:d221c3cd... |  #6:dfd3845b... |  #7:454514f9... |  #8:a7afea70... |  #9:8d0fac14... |  #10:2b19b95d... |  #11:fd1f7ef1... |  #12:4e3cdf01... |  #13:19c28948... |  #14:cedd814d... |  #15:618864bb... |  #16:663c10f7... |  #17:b48f2733... |  #18:3811c90b... |  #19:e1e2f450... |  #20:a77d305a...
governed_v2,q040,如何使用T5模型进行束搜索解码,zh,好未来,2,1.0,1.0,1.0,0.4,0.2,0.1,1,1,1,0.9197207891481876,0.9197207891481876,0.9197207891481876,1.0,1,*#1:f0f1ca4b... |  #2:1fa4baa6... | *#3:aa7b2acd... |  #4:f36f4e2f... |  #5:aa17c819... |  #6:3306e562... |  #7:01a2738a... |  #8:78ec8436... |  #9:1e91f40c... |  #10:1d623ad9... |  #11:328ada81... |  #12:f801157c... |  #13:a687377e... |  #14:a57ff7e3... |  #15:9cc817a5... |  #16:c9771690... |  #17:80bd6f82... |  #18:a01c3dc1... |  #19:6cef7175... |  #20:2b08d353...
governed_v2,q041,静态文档和动态交互作为数据源有什么区别,zh,面试常见问题,5,0.8,1.0,1.0,0.8,0.5,0.25,1,1,1,0.7860137352654724,0.9068250379649666,0.9068250379649666,1.0,1,*#1:eeb0c583... |  #2:6969434f... | *#3:f44f9b3e... | *#4:4e976c85... | *#5:b973cade... | *#6:7856a460... |  #7:b26160f2... |  #8:f7558f81... |  #9:fafba5d6... |  #10:18997384... |  #11:6fe61f8b... |  #12:9c730ce9... |  #13:ee1d3450... |  #14:e0d002a8... |  #15:c02942fc... |  #16:92050b3d... |  #17:86683303... |  #18:07f70db0... |  #19:aeef4400... |  #20:3d86d620...
